15.418150,33.269236,-14.407325,-80.066879,-55.736637
27.164916,28.755248,-49.133057,-78.255852,-56.675358
38.551812,24.295491,-59.165890,-76.060066,-65.123856
48.255598,19.887389,-65.693886,-72.884323,-67.235985
56.020152,15.574862,-57.690014,-67.926781,-32.503258
61.771990,11.466263,-28.107172,-59.306534,-20.065186
65.490981,7.887002,-13.737880,-42.089920,19.361145
67.181533,5.896200,17.719904,-6.948380,24.289436
66.995515,6.753781,23.013887,-29.932919,24.289436
65.036713,9.735780,23.306221,-53.045990,24.289436
61.153613,13.669756,23.306221,-64.648911,24.289436
11.710878,1.968735,21.000000,72.547569,21.000000
12.267662,2.194771,21.065189,22.344854,21.000000
13.463298,3.489461,21.105072,21.388622,21.000000
18.893168,26.315814,1.355159,75.478325,-23.116035
28.371531,21.753396,-22.060696,72.419441,-26.401566
16.081450,21.275777,-32.407833,-82.636971,-55.032593
24.110130,16.911588,-52.249260,-80.721855,-55.032593
30.627523,12.419993,-54.123043,-77.318336,-53.155151
35.235702,7.867897,-46.090324,-69.723625,-42.125164
37.363232,4.405491,-43.118431,-51.763275,-42.125164
37.903962,2.945024,-41.565208,-22.205135,-36.492828
36.357853,6.306246,-30.157282,-64.382141,-25.697525
32.580400,10.773728,-26.622662,-75.340172,-25.697525
27.367496,14.920904,-17.268194,-79.470741,-0.352020
21.157330,18.788558,0.300188,-81.655724,8.096481
13.495420,22.998528,7.274503,-83.191231,8.096481
11.191789,5.617914,6.787341,42.568813,10.443283
10.768466,4.161400,10.224269,6.156493,11.147324
9.053121,6.134781,10.738268,47.591118,11.616692
8.040149,4.848892,10.715687,10.737700,11.616692
7.528924,5.413322,10.710021,10.709634,10.677963
7.635211,5.783065,10.502602,8.185566,8.800522
8.829600,6.318194,7.751005,2.955146,5.984352
10.936065,6.843493,4.698348,12.553184,0.586700
13.515570,6.898183,0.230275,8.350617,-1.290741
16.020288,6.889550,-0.619389,1.896822,-1.525421
18.708495,6.758882,-1.439012,5.563557,-2.229462
15.329234,3.266667,-18.000000,90.000000,-18.000000
14.547866,1.734482,-17.926233,-11.851345,-18.000000
13.379036,4.601224,-11.436143,-68.342461,-9.269882
11.806180,2.754833,-8.788120,-3.236196,-7.861801
10.679173,3.341705,-7.979224,-21.504717,-6.688393
9.408110,3.533132,-5.499870,-15.691212,-3.637550
8.478293,3.690917,-3.010898,-6.403098,-1.994781
7.808895,3.784432,-1.395242,-3.260189,-0.352020
7.508659,3.832138,-0.972615,-1.307792,0.117340
7.892246,3.628693,6.754484,-22.859127,13.259453
8.727998,3.238657,12.325379,-18.954256,13.728813
9.482123,2.581012,12.882178,-12.792306,13.728813
10.140893,1.853510,12.862360,-12.682042,13.728813
10.559013,1.230900,12.841599,-12.517282,13.728813
10.839515,0.505787,12.817039,-11.935548,13.728813
10.879391,0.218149,12.790431,14.854566,13.728813
10.665043,0.976464,12.764059,13.183064,13.728813
10.245519,1.661242,12.739305,12.943144,13.728813
9.708330,2.307601,12.950981,11.136050,13.728813
8.990298,3.023329,12.928210,12.978806,13.728813
8.326878,3.649470,12.915920,12.936456,13.728813
7.698468,4.379470,12.907652,12.910118,13.728813
7.513816,5.109243,12.905205,12.905615,13.728813
8.642328,6.201910,11.215037,22.114182,-0.352020
11.122517,6.747048,-5.463223,30.422018,-11.382011
13.516072,6.099783,-10.689630,21.712566,-12.320732
15.816563,5.515885,-11.744473,22.353863,-13.024773
17.761267,4.794274,-12.623596,17.430790,-13.494133
19.463592,4.109500,-13.124771,8.426155,-13.963493
20.911289,3.600192,-13.317626,5.172101,-14.198174
22.193098,3.078708,-13.227388,1.596964,-14.198174
23.315324,3.130905,-13.429992,6.434917,-14.198174
12.938705,3.103333,-28.000000,90.000000,-28.000000
11.940496,2.583682,-27.952250,-27.367098,-28.000000
10.973471,3.832571,-27.917629,-28.025745,-28.000000
9.621303,5.514127,-27.903627,-43.137032,-13.963493
7.631418,5.101798,-10.137461,-17.027002,-5.045631
8.670844,6.804113,15.620204,-59.477730,33.207298
11.338684,4.544931,31.368309,-50.706169,35.084747
12.945941,2.114423,34.107327,-33.875313,35.084747
13.477583,0.796268,34.357185,-54.183525,35.084747
13.410828,0.836227,34.326942,35.520435,35.084747
12.830836,2.351056,34.296749,34.581215,35.084747
11.746730,3.942255,34.269924,34.392181,35.084747
10.564707,5.590076,34.258068,48.312057,-21.003914
8.611377,4.678658,-30.983978,-57.141663,-43.298565
9.520853,2.540648,-41.153133,-0.194503,-43.767925
8.743565,5.367420,-43.166801,-61.748451,-44.002609
7.505495,7.047196,-43.161304,-46.295544,-44.002609
9.102524,12.655281,-41.423676,-34.262436,-3.872231
14.937240,17.019612,2.399572,-52.674301,19.126465
22.014401,13.892373,18.108604,-43.252335,21.707954
10.792627,2.613333,13.748076,90.000000,16.779663
10.513277,1.345477,15.634344,8.742996,16.544983
10.017899,2.101673,15.607376,15.744850,16.544983
9.354323,2.898655,15.588256,15.654563,16.544983
8.572325,3.713144,15.571701,15.598215,16.544983
7.829598,4.688139,16.409624,26.044882,12.555412
7.602300,4.802439,4.657318,0.163378,0.117340
8.381803,5.043746,0.794476,2.396961,-0.352020
9.709555,5.065944,-0.184212,6.106092,-1.525421
11.525220,5.129725,-2.936397,20.412340,-5.749672
13.899925,5.416530,-10.239397,40.692127,-14.432854
15.913050,4.333071,-13.954515,27.341333,-15.371574
17.457712,3.593735,-14.730365,13.272222,-15.371574
18.709113,2.813269,-14.658237,13.764338,-15.371574
19.667634,2.048485,-14.592825,13.181401,-15.371574
20.363870,1.233801,-14.533979,11.961070,-15.371574
20.687435,0.516105,-14.447647,8.065582,-15.371574
20.731085,1.040008,-14.368027,-58.316753,-15.371574
20.453773,1.010376,-14.458844,-22.092237,-15.371574
19.647321,1.991150,-14.377387,-15.805036,-15.371574
18.550928,2.856953,-14.519917,-10.680935,-15.371574
